CC ID,D NID,TITLE,CG TITLE,CATEGORY,CATEGORY ID,EVENT DATE,PRODUCER,PRODUCER ID,PROJECT,PROJECT ID,RUNTIME,TVGUIDE,DISTRIBUTION AGREEMENT,SHOW TYPE,PRODUCTION LOCATION,FILLER,FILLER END DATE,CAN,SAFE HARBOR,COMMENTS
1,,Server A - Test Show,Server A - Test Show,Arts & Entertainment,1,2011-01-01T00:00:00,,1,Default Project,1,30,,,,,,,,,
2,,Server B - Test Show,Server B - Test Show,,0,2013-03-25T00:00:00,,0,,-1,30,,,,,,,,,
3,,Server C - Test Show,Server C - Test Show,,0,2013-03-25T00:00:00,,0,,-1,30,,,,,,,,,
4,,Adam Davidson,Adam Davidson,,0,2013-04-24T00:00:00,,0,,-1,1189,,,,,,,,,
5,,CAN - MetroEast 1/2 HR Block,MetroEast Community Media,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,1800,,,,,,,,,
6,,CAN - MetroEast 7 HR Block,MetroEast Community Media,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,25200,,,,,,,,,
7,,cc041113pm_1,cc041113pm_1,,0,2013-04-24T00:00:00,,0,,-1,8887,,,,,,,,,
8,,Freedom TV ep10,Freedom TV Portland Permaculture,,0,2013-04-01T00:00:00,,0,Freedom TV,2,1680,,,,,,,,,
9,,Freedom TV ep11,Freedom TV Portland Permaculture,,0,2013-05-01T00:00:00,,0,Freedom TV,2,1712,,,,,,,,,
10,,Portland Community Youth Media Free Arts North West 2010,Portland Community Youth Media Free Arts North West 2010,,0,2013-04-25T00:00:00,,0,,-1,3117,,,,,,,,,
11,,"Growing Concern,a",Growing Concern,,0,2013-04-25T00:00:00,,0,,-1,3510,,,,,,,,,
12,,CC 5/1/2013,"City Council May 1st, 2013",,0,2013-04-25T00:00:00,,0,,-1,14400,,,,,,,,,
13,,City Council,City Council,Arts & Entertainment,1,2013-04-25T00:00:00,John Doe ,2,,-1,60,,,,,,,,,
14,,City Council  5/1/2013,City Council  5/1/2013,Arts & Entertainment,1,2013-05-01T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
15,,City Council  5/8/2013,City Council  5/8/2013,Arts & Entertainment,1,2013-05-08T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
16,,City Council  5/15/2013,City Council  5/15/2013,Arts & Entertainment,1,2013-05-15T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
17,,City Council  5/22/2013,City Council  5/22/2013,Arts & Entertainment,1,2013-05-22T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
18,,CAN - MetroEast 4 HR Block,MetroEast Community Media,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,14400,,,,,,,,,
19,,City Council  6/5/2013,City Council  6/5/2013,Arts & Entertainment,1,2013-06-05T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
20,,City Council Wed AM 6/12/2013,Portland City Council Wednesday AM 6/12/2013,Community Info,3,2013-06-12T00:00:00,PCM Admin,36,,-1,14400,,,,,,,,,
21,,City Council Wed AM 6/19/2013,City Council Wednesday AM 6/19/2013,Arts & Entertainment,1,2013-06-19T00:00:00,John Doe ,2,,-1,14400,,,,,,,,,
22,,City Council Wed AM 6/26/2013,Portland City Council Wednesday AM 6/26/2013,Community Info,3,2013-06-26T00:00:00,PCM Admin,36,,-1,5610,,,,,,,,,
23,,City Council Wed AM 7/3/2013,Portland City Council Wednesday AM 7/3/2013,Community Info,3,2013-07-03T00:00:00,PCM Admin,36,,-1,14400,,,,,,,,,
24,,pop040913_3,pop040913_3,,-1,2013-05-13T00:00:00,,-1,,-1,3207,,,,,,,,,
25,,Test Show #1,TEST Show #1,Community Info,3,2013-05-16T00:00:00,PCM Admin,36,Its just a Project,20,1710,,,,,,,,,
26,,CAN - MetroEast 2 HR Block,MetroEast Community Media,,-1,2013-05-16T00:00:00,,-1,Programming Tools,662,7200,,,,,,,,,
27,,This be the title here,CG Title yo,Arts & Entertainment,1,2013-05-16T00:00:00,,20,,-1,234,,,,,,,,,no comments
28,,This be the title here,CG Title yo,Arts & Entertainment,1,2013-05-17T00:00:00,,20,,-1,234,,,,,,,,,no comments
29,,CAN - MetroEast 3 HR Block,MetroEast Community Media,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,10800,,,,,,,,,
30,,This be the title here,CG Title yo,Arts & Entertainment,1,2013-05-17T00:00:00,,20,,-1,0,,,,,,,,,no comments
31,,Just a Show,Just a Show,Arts & Entertainment,1,2013-05-17T00:00:00,PCM Admin,36,Froggy Node987,21,0,,,,,,,,,
32,,Just a Show,Just a Show,Arts & Entertainment,1,2013-05-17T00:00:00,PCM Admin,36,Froggy Node987,21,0,,,,,,,,,
33,,Show Pushed via API,Show Pushed via API,Arts & Entertainment,1,2013-05-17T00:00:00,PCM Admin,36,My Show is Popping Tags,22,0,,,,,,,,,
34,,STAFF SHOW TEST TEST,STAFF SHOW TEST TEST,Arts & Entertainment,1,2013-05-17T00:00:00,mdburling@hotmail.com,37,TEST - Project by a Producer,23,0,,,,,,,,,
35,,The Church of Jesus Christ of Latter-day Saints General Conference,The Church of Jesus Christ of Latter-day Saints General Conference,Spiritual,7,2013-10-05T00:00:00,Mrs. Jenelle Neill,138,,-1,7200,,,,,,,,,Semi-annual LDS Conference
36,,Monthly Project - TEST - Episode 2,Monthly Project - TEST - Episode 2,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Monthly Project - TEST,25,0,,,,,,,,,
37,,Monthly Project - TEST - Episode 3,Monthly Project - TEST - Episode 3,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Monthly Project - TEST,25,0,,,,,,,,,
38,,Summer Camps now Enrolling! - Episode 1,Summer Camps now Enrolling! - Episode 1,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
39,,Summer Camps now Enrolling! - Episode 2,Summer Camps now Enrolling! - Episode 2,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
40,,Summer Camps now Enrolling! - Episode 3,Summer Camps now Enrolling! - Episode 3,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
41,,Summer Camps now Enrolling! - Episode 4,Summer Camps now Enrolling! - Episode 4,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
42,,Summer Camps now Enrolling! - Episode 5,Summer Camps now Enrolling! - Episode 5,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
43,,Summer Camps now Enrolling! - Episode 6,Summer Camps now Enrolling! - Episode 6,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
44,,Summer Camps now Enrolling! - Episode 7,Summer Camps now Enrolling! - Episode 7,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
45,,Summer Camps now Enrolling! - Episode 8,Summer Camps now Enrolling! - Episode 8,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
46,,Summer Camps now Enrolling! - Episode 9,Summer Camps now Enrolling! - Episode 9,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
47,,Summer Camps now Enrolling! - Episode 10,Summer Camps now Enrolling! - Episode 10,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
48,,Summer Camps now Enrolling! - Episode 11,Summer Camps now Enrolling! - Episode 11,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
49,,Summer Camps now Enrolling! - Episode 12,Summer Camps now Enrolling! - Episode 12,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
50,,Summer Camps now Enrolling! - Episode 13,Summer Camps now Enrolling! - Episode 13,Arts & Entertainment,1,2013-05-20T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
51,,test audio,test,,0,1976-05-01T00:00:00,,0,Playback Testing Individual,195,113,,,,,,,,,
52,,Hold Block: MetroEast Programming - 30 min,MetroEast Programming,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,1800,,,,,,,,,
53,,Hold Block: MetroEast Programming - 60 min,MetroEast Programming,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,
54,,CAN - WFMC 1 HR,Willamette Falls Media Center,,-1,2013-05-22T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,
55,,CAN - MetroEast 1 HR Block,MetroEast Community Media,,-1,2013-05-22T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,
56,,MetroEast 29 1HR,MetroEast Community Media,,0,2013-05-22T00:00:00,,0,,-1,3600,,,,,,,,,
57,,MetroEast ch30E,Channnel 30 East,,0,2013-05-22T00:00:00,,0,,-1,43200,,,,,,,,,
58,,CAN - MILW 1 HR,Willamette Falls Media Center - Milwaukie,,-1,2013-05-22T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,
59,,CAN - TVCTV 1 HR,Tualatin Valley Community Television,,-1,2013-05-22T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,
60,,Democracy Now MetroEast,Democracy Now!,,0,2013-05-22T00:00:00,,0,,-1,3600,,,,,,,,,
61,,MetroEast 29 0.5HR,MetroEast Community Media,,0,2013-05-22T00:00:00,,0,,-1,1800,,,,,,,,,
62,,Just Another Test,Just Another Test,Arts & Entertainment,1,2013-06-03T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,0,,,,,,,,,
63,,A show for mev2,A show for mev2,Arts & Entertainment,1,2013-06-03T00:00:00,PCM Admin,36,Summer Camps now Enrolling!,26,4920,,,,,,,,,
65,,STAFF PROJECT (use for testing) - Episode 1,STAFF PROJECT (use for testing) - Episode 1,Sports,8,2013-06-13T00:00:00,PCM Admin,38,STAFF PROJECT (use for testing),24,0,,,,,,,,,
66,311,STAFF PROJECT (use for testing) - Episode 2,STAFF PROJECT (use for testing) - Episode 2,Public Affairs,6,2013-06-25T00:00:00,PCM Admin,38,STAFF PROJECT (use for testing),24,332,,,,,,,,,
70,,Hold Block: 2nd Hour,2nd Hour,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,3600,,,,,,,,,This is used to block time for the second hour of a special request.
71,,Holding Block: Thom Hartmann,The Thom Hartmann Program,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,3510,,,,,,,,,
72,,Hold Block: Programming Request (3 hours),Programming Block,,-1,1976-05-01T00:00:00,,-1,Programming Tools,662,10800,,,,,,,,,
81,326,Eckankar - Ep1 7/7/13 - You Are a Cup for the Living Water,Eckankar - Ep1 7/7/13 - You Are a Cup for the Living Water,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1711,,,,,,,,,
82,327,Eckankar - Ep2 7/8/13 - The Heart and Hand of God:Jewels of Wisdom,Eckankar - Ep2 7/8/13 - The Heart and Hand of God:Jewels of Wisdom,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1681,,,,,,,,,
83,328,Eckankar - Ep3 7/15/13 - The Heart and Hand of God: Stories of Creativity,Eckankar - Ep3 7/15/13 - The Heart and Hand of God: Stories of Creativity,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1681,,,,,,,,,
84,329,Eckankar - Ep4 7/22/13 - Bless This Day,Eckankar - Ep4 7/22/13 - Bless This Day,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1709,,,,,,,,,
85,330,Eckankar - Ep5 7/29/13 - What&#039;s it All About?,Eckankar - Ep5 7/29/13 - What&#039;s it All About?,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1717,,,,,,,,,
86,331,Eckankar - Ep6 8/5/13 - Gifts Stranger than Fiction,Eckankar - Ep6 8/5/13 - Gifts Stranger than Fiction,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1717,,,,,,,,,
87,332,Eckankar - Ep 7 8/12/13 - Acres of Diamonds,Eckankar - Ep 7 8/12/13 - Acres of Diamonds,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1687,,,,,,,,,
88,333,Eckankar - Ep8 8/19/13 - Cancelled?,Eckankar - Ep8 8/19/13 - Cancelled?,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
89,334,Eckankar - Ep9 8/26/13 -The Law of Returns: In the Arms of Love,Eckankar - Ep9 8/26/13 -The Law of Returns: In the Arms of Love,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1685,,,,,,,,,
90,335,Eckankar - Ep10 9/2/13 - The Tensions of Living,Eckankar - Ep10 9/2/13 - The Tensions of Living,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1680,,,,,,,,,
91,336,Eckankar - Ep11 9/9/13 - Recognizing God&#039;s Help in Your Life,Eckankar - Ep11 9/9/13 - Recognizing God&#039;s Help in Your Life,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1709,,,,,,,,,
92,337,Eckankar - Ep12 9/16/13 - The Road to Spiritual Freedom: A History,Eckankar - Ep12 9/16/13 - The Road to Spiritual Freedom: A History,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1686,,,,,,,,,
93,338,Eckankar - Episode 13,Eckankar - Episode 13,Spiritual,7,2013-10-21T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
94,339,Eckankar - Episode 14,Eckankar - Episode 14,Spiritual,7,2013-10-21T00:00:00,Sophie Butigan,40,Eckankar,28,1710,,,,,,,,,
97,,Test Show,Test Show,Education,4,2013-06-03T00:00:00,PCM Admin,36,,-1,1680,,,,,,,,,
98,354,Cannabis Common Sense - Ep1 7/5/13 - Cancelled?,Cannabis Common Sense - Ep1 7/5/13 - Cancelled?,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
99,355,Cannabis Common Sense - Ep2 7/12/13,Cannabis Common Sense - Ep2 7/12/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
100,356,Cannabis Common Sense - Ep3 7/19/13,Cannabis Common Sense - Ep3 7/19/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
101,357,Cannabis Common Sense - Ep4 7/26/13,Cannabis Common Sense - Ep4 7/26/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3500,,,,,,,,,
102,358,Cannabis Common Sense - Ep5 8/2/13,Cannabis Common Sense - Ep5 8/2/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3511,,,,,,,,,
103,359,Cannabis Common Sense - Ep6 8/9/13,Cannabis Common Sense - Ep6 8/9/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3497,,,,,,,,,
104,360,Cannabis Common Sense - Ep7 8/16/13 - Cancelled,Cannabis Common Sense - Ep7 8/16/13 - Cancelled,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
105,361,Cannabis Common Sense - Ep8 8/23/13,Cannabis Common Sense - Ep8 8/23/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
106,362,Cannabis Common Sense - Ep9 8/30/13,Cannabis Common Sense - Ep9 8/30/13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3400,,,,,,,,,
107,363,Cannabis Common Sense - Episode 10,Cannabis Common Sense - Episode 10,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3450,,,,,,,,,
108,364,Cannabis Common Sense - Episode 11,Cannabis Common Sense - Episode 11,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3509,,,,,,,,,
109,365,Cannabis Common Sense - 9/20/13 Episode 12,Cannabis Common Sense - 9/20/13 Episode 12,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
110,366,Cannabis Common Sense - Episode 13,Cannabis Common Sense - Episode 13,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3486,,,,,,,,,
111,367,Cannabis Common Sense - 10-04-2013 Episode 14,Cannabis Common Sense - 10-04-2013 Episode 14,Education,4,2013-10-21T00:00:00,William Appel,41,Cannabis Common Sense,30,3510,,,,,,,,,
112,368,TCCI - Ep1 7/6/13 - Destruction of the law. Part-1,TCCI - Ep1 7/6/13 - Destruction of the law. Part-1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
113,369,TCCI - Ep2 7/13/13 - Destruction of the law. Part-2,TCCI - Ep2 7/13/13 - Destruction of the law. Part-2,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
114,370,TCCI - Ep3 7/20/13 - Diagnosis of Heart. Part-1,TCCI - Ep3 7/20/13 - Diagnosis of Heart. Part-1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
115,371,TCCI - Ep4 7/27/13 - Diagnosis of Heart. Part-2,TCCI - Ep4 7/27/13 - Diagnosis of Heart. Part-2,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
116,372,TCCI - Ep5 8/3/13 - Address of Subconsciousness. Part-1,TCCI - Ep5 8/3/13 - Address of Subconsciousness. Part-1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
117,373,TCCI - Ep6 8/10/13 - Address of Subconsciousness. Part-2,TCCI - Ep6 8/10/13 - Address of Subconsciousness. Part-2,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
118,374,TCCI - Ep7 8/17/13 - Survive or to live. Part-1,TCCI - Ep7 8/17/13 - Survive or to live. Part-1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3509,,,,,,,,,
119,375,TCCI - Ep8 8/24/13 - Survive or to live. Part-2,TCCI - Ep8 8/24/13 - Survive or to live. Part-2,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3509,,,,,,,,,
120,376,TCCI - Ep9 8/31/13 - The transfer of the spiritual DNA Part-1,TCCI - Ep9 8/31/13 - The transfer of the spiritual DNA Part-1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3509,,,,,,,,,
121,377,TCCI - Episode 10,TCCI - Episode 10,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
122,378,TCCI - Episode 11,TCCI - Episode 11,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3508,,,,,,,,,
123,379,TCCI - Untouchable Part - 1,TCCI - Untouchable Part - 1,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3509,,,,,,,,,
124,380,TCCI - Untouchable Part - 2,TCCI - Untouchable Part - 2,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3509,,,,,,,,,
125,381,TCCI - Episode 14,TCCI - Episode 14,Spiritual,7,2013-10-21T00:00:00,Slavik Yevsikov,42,TCCI,31,3510,,,,,,,,,
126,382,Flying Focus Video Bus - Ep1 7/2/13 - &quot;Putting It All on the Line for Peace&quot; (part 2),Flying Focus Video Bus - Ep1 7/2/13 - &quot;Putting It All on the Line for Peace&quot; (part 2),Public Affairs,6,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1650,,,,,,,,,
127,383,Flying Focus Video Bus - Ep2 7/9/13 - &quot;Iraq 8 Years Later: How&#039;s the War Economy Working for You?&quot; (part 1),Flying Focus Video Bus - Ep2 7/9/13 - &quot;Iraq 8 Years Later: How&#039;s the War Economy Working for You?&quot; (part 1),Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1663,,,,,,,,,
128,384,Flying Focus Video Bus - Ep3 7/16/13 - &quot;Iraq 8 Years Later: How&#039;s the War Economy Working for You?&quot; (part 2),Flying Focus Video Bus - Ep3 7/16/13 - &quot;Iraq 8 Years Later: How&#039;s the War Economy Working for You?&quot; (part 2),Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1642,,,,,,,,,
129,385,Flying Focus Video Bus - Ep4 7/23/13 - &quot;Eyewitness 10 Years Later: What Iraqis Are Saying&quot; (part 1),Flying Focus Video Bus - Ep4 7/23/13 - &quot;Eyewitness 10 Years Later: What Iraqis Are Saying&quot; (part 1),Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1557,,,,,,,,,
130,386,Flying Focus Video Bus - Ep5 7/30/13 - &quot;Eyewitness 10 Years Later: What Iraqis Are Saying&quot; (part 2),Flying Focus Video Bus - Ep5 7/30/13 - &quot;Eyewitness 10 Years Later: What Iraqis Are Saying&quot; (part 2),Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1468,,,,,,,,,
131,387,Flying Focus Video Bus - Ep6 8/6/13 - &quot;Las Lomas Children Take Action for Running Water (Peru 2007 pt 1)&quot;,Flying Focus Video Bus - Ep6 8/6/13 - &quot;Las Lomas Children Take Action for Running Water (Peru 2007 pt 1)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1684,,,,,,,,,
132,388,"Flying Focus Video Bus - Ep7 8/13/13 - &quot;Peace, Justice &amp; Animal Rights in Peru (Peru 2007 pt 2)&quot;","Flying Focus Video Bus - Ep7 8/13/13 - &quot;Peace, Justice &amp; Animal Rights in Peru (Peru 2007 pt 2)&quot;",Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1716,,,,,,,,,
133,389,Flying Focus Video Bus - Ep8 8/20/13 - &quot;Kevin Boyle: Housing Discrimination (part 1)&quot;,Flying Focus Video Bus - Ep8 8/20/13 - &quot;Kevin Boyle: Housing Discrimination (part 1)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1709,,,,,,,,,
134,390,Flying Focus Video Bus - Ep9 8/27/13 - &quot;Kevin Boyle: Housing Discrimination (part 2)&quot;,Flying Focus Video Bus - Ep9 8/27/13 - &quot;Kevin Boyle: Housing Discrimination (part 2)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1709,,,,,,,,,
135,391,Flying Focus Video Bus - Ep10 9/3/13 - &quot;Lynne Stewart: Attorney on Trial (part 1) (2007)&quot;,Flying Focus Video Bus - Ep10 9/3/13 - &quot;Lynne Stewart: Attorney on Trial (part 1) (2007)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1708,,,,,,,,,
136,392,Flying Focus Video Bus - Ep11 9/10/13 - &quot;Lynne Stewart: Attorney on Trial (part 2) (2007)&quot;,Flying Focus Video Bus - Ep11 9/10/13 - &quot;Lynne Stewart: Attorney on Trial (part 2) (2007)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1555,,,,,,,,,
137,393,Flying Focus Video Bus - Ep12 9/17/13 - &quot;Rudeness or Racial Profiling?: Portland&#039;s Police Review Board 2013 (part 1)&quot;,Flying Focus Video Bus - Ep12 9/17/13 - &quot;Rudeness or Racial Profiling?: Portland&#039;s Police Review Board 2013 (part 1)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1709,,,,,,,,,
138,,Flying Focus Video Bus 9/24/13: 'Rudeness or Racial Profiling?: Portland's Police Review Board 2013 (part 2)',Flying Focus Video Bus 'Rudeness or Racial Profiling?: Portland's Police Review Board 2013 (part 2)',Public Affairs,6,2013-09-06T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1709,,,,,,,,,
139,395,Flying Focus Video Bus 9/24/13: &quot;Rudeness or Racial Profiling?: Portland&#039;s Police Review Board 2013 (part 2)&quot;,Flying Focus Video Bus 9/24/13: &quot;Rudeness or Racial Profiling?: Portland&#039;s Police Review Board 2013 (part 2)&quot;,Community Info,3,2013-10-21T00:00:00,Daniel Handelman,43,Flying Focus Video Bus ,32,1710,,,,,,,,,
140,396,NTD News - Ep1 7/5/13 - 51,NTD News - Ep1 7/5/13 - 51,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,2970,,,,,,,,,
141,397,NTD News - Ep2 7/12/13 - 52,NTD News - Ep2 7/12/13 - 52,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3600,,,,,,,,,
142,398,NTD News - Ep3 7/19/13,NTD News - Ep3 7/19/13,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3510,,,,,,,,,
143,399,NTD News - Ep4 7/26/13 - 53,NTD News - Ep4 7/26/13 - 53,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3307,,,,,,,,,
144,400,NTD News - Ep5 8/2/13 - 55,NTD News - Ep5 8/2/13 - 55,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3544,,,,,,,,,
145,401,NTD News - Ep6 8/9/13 - 56,NTD News - Ep6 8/9/13 - 56,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3575,,,,,,,,,
146,,NTD News - Ep7 8/16/13,NTD News - 8/16/13,Public Affairs,6,2013-08-11T00:00:00,Angela Vetanen,44,NTD News,33,3514,,,,,,,,,
147,403,NTD News - Ep8 8/23/13 - 57,NTD News - Ep8 8/23/13 - 57,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3439,,,,,,,,,
148,404,NTD News - Ep9 8/30/13 - 58,NTD News - Ep9 8/30/13 - 58,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3563,,,,,,,,,
149,405,NTD News - Ep10 9/7/13 - 59,NTD News - Ep10 9/7/13 - 59,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3172,,,,,,,,,
150,406,NTD News - Episode 11,NTD News - Episode 11,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3172,,,,,,,,,
151,407,NTD News 60,NTD News 60,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3488,,,,,,,,,
152,408,NTD News 61 - Episode 13,NTD News 61 - Episode 13,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3453,,,,,,,,,
153,409,NTD News - Episode 14,NTD News - Episode 14,Public Affairs,6,2013-10-21T00:00:00,Angela Vetanen,44,NTD News,33,3510,,,,,,,,,
154,410,My Iran - Ep1 7/6/13,My Iran - Ep1 7/6/13,Arts & Entertainment,1,2013-10-21T00:00:00,seyed Mostafavi,45,My Iran,34,3584,,,,,,,,,
